				Classification 1					Classification 2						Classification 3					Classification 4 - Ontology leveraged		
organism part	coronary artery	3																				
organism part	st   retrocoecal tumor	3																				
organism part	trachea	3																				
organism part	stomach cardiac	3																				
organism part	st   left upper leg	3																				
organism part	urethra	3																				
organism part	st   right buttock	3																				
organism part	prostate gland	3																				
organism part	adipose tissue	3																				
organism part	adipose tissue subcutaneous	3																				
organism part	distal right femur	3																				
organism part	main bronchi and trachea	3																				
organism part	anthers	3																				
organism part	flowers stage 15	3																				
organism part	atrichoblasts from the quiescent center up	3																				
organism part	flowers stage 12	3																				
organism part	"flowers stage 12, stamens"	3																				
organism part	"siliques, w/  seeds stage 5"	3																				
organism part	"siliques, w/  seeds stage 4"	3																				
organism part	"siliques, w/  seeds stage 3"	3																				
organism part	coronary artery	3																				
organism part	stem tip	3																				
organism part	"wing, haltere and third leg"	3																				
organism part	lateral geniculate nucleus (thalamus)	3																				
organism part	"flowers stage 15, stamen"	3																				
organism part	rosette leaf # 10	3																				
organism part	lateral root cap and epidermis	3																				
organism part	node	3																				
organism part	"seeds, stage 9, w/o siliques"	3																				
organism part	tolerant skin	3																				
organism part	rosette leaf # 2	3																				
organism part	rosette leaf # 4	3																				
organism part	"leaf 7, distal half"	3																				
organism part	rosette leaf # 8	3																				
organism part	rosette leaf # 6	3																				
organism part	globus pallidus	3																				
organism part	palea	3																				
organism part	colon cecum	3																				
organism part	stem (without buds)	3																				
organism part	saphenous vein	3																				
organism part	superficial masseter	3																				
organism part	"seeds, stage 6, w/o siliques"	3																				
organism part	anterior floor of month	3																				
organism part	"flower stage 12 equivalent; flowers without stamens, carpels; replaced by sepals and petals; indeterminate"	3																				
organism part	pericycle	3																				
organism part	conjunctival epithelium	3																				
organism part	"murine bone marrow, human xenograft, 5% murine spleen"	3																				
organism part	"flowers stage 15, pedicels"	3																				
organism part	broca's area (mirror region from the right hemisphere)	3																				
organism part	1st node	3																				
organism part	imaginal wing disc body wall fragment	3																				
organism part	left inguinal lymph node	3																				
organism part	right and left lung	3																				
organism part	vestibular nucleus	3																				
organism part	rib	3																				
organism part	mixture prostate and testis	3																				
organism part	"stem, 2nd internode"	3																				
organism part	"seeds, stage 10, w/o siliques"	3																				
organism part	non inoculated roots	3																				
organism part	root stele to elongation zone	3																				
organism part	internode	3																				
organism part	"leaf 7, petiol"	3																				
organism part	imaginaldiscs/cns	3																				
organism part	flower stage 12 equivalent; flowers converted to leaf like structures; some shoot characteristics	3																				
organism part	joint synovium	3																				
organism part	mature pollen	3																				
organism part	cultured callus	3																				
organism part	bed nucleus of the stria terminalis (bnst)	3																				
organism part	body apart from wings and terminal abdominal segments	3																				
organism part	immature inflorescence	3																				
organism part	disc flower primordia	3																				
organism part	imaginal wing disc wing/hinge fragment	3																				
organism part	"flower stage 12 equivalent; flowers without sepals, petals replaced by sec. flowers"	3																				
organism part	"endodermis, cortex and quiescent center"	3																				
organism part	fallopian tube	3																				
organism part	ray flower primordia	3																				
organism part	pod (mix of different developmental stages)	3																				
organism part	annulus fibrosus	3																				
organism part	fibroblast specific protein 1	3																				
organism part	"seeds, stage 8, w/o siliques"	3																				
organism part	"flowers stage 15, carpels"	3																				
organism part	"flowers stage 12, petals"	3																				
organism part	stem base	3																				
organism part	"flower stage 12 equivalent; flowers without petals, stamens"	3																				
organism part	ectoderm	3																				
organism part	vegetative bud	3																				
organism part	seed (mature)	3																				
organism part	neuronal	3																				
organism part	thigh	3																				
organism part	senescing leaves	3																				
organism part	"flowers stage 12, sepals"	3																				
organism part	submandibular gland	3																				
organism part	cerebrum	3																				
organism part	neck	3																				
organism part	right knee	3																				
organism part	right shoulder	3																				
organism part	bracts	3																				
organism part	frontal pole	3																				
organism part	saccus and dura	3																				
organism part	"seeds, stage 7, w/o siliques"	3																				
organism part	"flowers stage 15, sepals"	3																				
organism part	flowers stage 10/11	3																				
organism part	"shoot apex, transition (before bolting)"	3																				
organism part	mesendoderm	3																				
organism part	stomach cardiac	3																				
organism part	dura	3																				
organism part	right upper arm	3																				
organism part	whole internode	3																				
organism part	premotor cortex	3																				
organism part	fore limb	3																				
organism part	flower stage 12 equivalent; filamentous organs in whorls two and three	3																				
organism part	bronchoalveolar lavage (bal)	3																				
organism part	posterior rostral migratory stream	3																				
organism part	sperm cell	3																				
organism part	flower stage 12 equivalent; multi carpel gyneoceum; enlarged meristem; increased organ number	3																				
organism part	"flowers stage 12, carpels"	3																				
organism part	stomach wall smooth muscle	3																				
organism part	"leaf (trifolium with petiolules, no petiole)"	3																				
organism part	hypopharynx/pyriform sinus	3																				
organism part	"leaf 7, proximal half"	3																				
organism part	"shoot apex, vegetative"	3																				
organism part	pedicel	3																				
organism part	capitellum	3																				
organism part	mixture	3																				
organism part	flowers stage 9	3																				
organism part	22 dap embryo	3																				
organism part	pleomorphic liposarcoma	3																				
organism part	5 dap caryopsis	3																				
organism part	terminal abdominal segments including pheromone gland	3																				
organism part	10 dap caryopsis	3																				
organism part	16 dap caryopsis	3																				
organism part	pollen sac	3																				
organism part	"flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals"	3																				
organism part	stem upper middle	3																				
organism part	"flowers stage 15, petals"	3																				
organism part	rhizomorph	3																				
organism part	"murine bone marrow, human xenograft, 10% murine spleen"	3																				
organism part	ankle cartilage	3																				
organism part	"shoot apex, vegetative + young leaves"	3																				
organism part	anterior rostral migratory stream	3																				
organism part	endothelium	3																				
organism part	articular cartilage	3																				
organism part	quiescent center and endodermis beyond the mature hair zone	3																				
organism part	stem lower middle	3																				
organism part	esophagus	3																				
organism part	stomach	3																				
organism part	brain	2																				
organism part	colon cecum	2																				
organism part	mammary gland	2																				
organism part	st   epididymis	2																				
organism part	placenta	2																				
organism part	decidua	2																				
organism part	st   left thigh	2																				
organism part	st   left scrotum	2																				
organism part	c1 2 spine	2																				
organism part	st   left che wall	2																				
organism part	st   chest wall	2																				
organism part	mouth	2																				
organism part	st   retroperioneum	2																				
organism part	st    right inguinal	2																				
organism part	larynx	2																				
organism part	hypopharynx	2																				
organism part	abdominal fat	2																				
organism part	intercostal muscle	2																				
organism part	ureteric bud tip	2																				
organism part	pappus bristles	2																				
organism part	nucleus acumbens	2																				
organism part	right kidney	2																				
organism part	cambium	2																				
organism part	ciliary bodies	2																				
organism part	dorsal striatum above anterior commisure	2																				
organism part	right femur	2																				
organism part	right buttock	2																				
organism part	infloresence including all flower organs	2																				
organism part	pancreatic acinar	2																				
organism part	vegetal region	2																				
organism part	ascending & descending colon	2																				
organism part	groin	2																				
organism part	dorsal cortex	2																				
organism part	from lymph node	2																				
organism part	cerebellum peduncles	2																				
organism part	soft tissue	2																				
organism part	"tongue epidermis, dorsal tongue surface"	2																				
organism part	hind limb skeletal muscle	2																				
organism part	"tonsil, nos"	2																				
organism part	superior cervical ganglion	2																				
organism part	descending colon crypt base epithelium	2																				
organism part	hypopharynx/cricoid	2																				
organism part	trigeminal	2																				
organism part	interscapular brown adipose tissue	2																				
organism part	proximal epiphysis of left tibia	2																				
organism part	vallecula	2																				
organism part	epididymal white adipose tissue	2																				
organism part	floor of mouth	2																				
organism part	brown fat from interscapular depression	2																				
organism part	equatorial region	2																				
organism part	flower (including half of the flower stalk)	2																				
organism part	anterior mesoderm	2																				
organism part	dorsal skin without fur	2																				
organism part	ciliary ganglion	2																				
organism part	medial cortex	2																				
organism part	scalp	2																				
organism part	semen	2																				
organism part	petals	2																				
organism part	corpus uteri	2																				
organism part	rostral cortex	2																				
organism part	lactating mammary gland	2																				
organism part	autopod domain of forelimb	2																				
organism part	occipital cortex	2																				
organism part	interscapular depression brown fat	2																				
organism part	non lactating mammary gland	2																				
organism part	urine	2																				
organism part	iris	2																				
organism part	whole rosettes	2																				
organism part	ventral cortex	2																				
organism part	oropharynx/palate	2																				
organism part	inferior parietal lobule	2																				
organism part	larynx/subglottis	2																				
organism part	stem with trichomes	2																				
organism part	supraglottisch larynx	2																				
organism part	femur bone	2																				
organism part	pharynx nos	2																				
organism part	nucleus pulposus	2																				
organism part	left knee	2																				
organism part	anterior inferior parietal lobule	2																				
organism part	retinal ganglion	2																				
organism part	middle frontal gyrus	2																				
organism part	hemisphere cortex	2																				
organism part	larval brain/ventral nerv cord	2																				
organism part	vibrissa epidermal region on snout	2																				
organism part	inner medullary collecting duct	2																				
organism part	left foot	2																				
organism part	tonsil pillar	2																				
organism part	right leg	2																				
organism part	digits	2																				
organism part	11 different ones	2																				
organism part	mature leaves	2																				
organism part	peripheral nerve	2																				
organism part	retinal pigment epithelium	2																				
organism part	"bone marrow, flushed from femur"	2																				
organism part	epiblast (e7.5 days)	2																				
organism part	mesoderm	2																				
organism part	ureteric bud stalk	2																				
organism part	"siliques, green and fully elongated"	2																				
organism part	"anterior of tongue, nos"	2																				
organism part	lower half spinal cord	2																				
organism part	testis   seminiferous tubule	2																				
organism part	male gonad	2																				
organism part	cortex frontal	2																				
organism part	microglia	2																				
organism part	cervical lymph node	2																				
organism part	hypopharynx/pyriformis	2																				
organism part	stems	2																				
organism part	spinal cord lower half	2																				
organism part	lateral roots	2																				
organism part	flower bud	2																				
organism part	stem without trichomes	2																				
organism part	non glomerulus kidney	2																				
organism part	lateral walls of the lateral ventricles of the brain	2																				
organism part	epiblast (e6.5 days)	2																				
organism part	small bowel	2																				
organism part	femur bone marrow	2																				
organism part	atrioventricular node	2																				
organism part	main bronchus	2																				
organism part	prefrontal cerebral cortex	2																				
organism part	palea and  glumes	2																				
organism part	submandibular salivary gland	2																				
organism part	leaves and stems	2																				
organism part	mandible	2																				
organism part	left leg	2																				
organism part	synovial	2																				
organism part	gastrointestinal stromal	2																				
organism part	whole male body with excised gonads and accessory glands	2																				
organism part	peripheral blood progenitor	2																				
organism part	gall bladder	2																				
organism part	snout epidermis	2																				
organism part	connective and soft tissue	2																				
organism part	genital bud	2																				
organism part	carcass	2																				
organism part	seed coat  and endosperm	2																				
organism part	spinal cord upper half	2																				
organism part	subcutaneous omental adipose tissue	2																				
organism part	psoriatic skin	2																				
organism part	right calf	2																				
organism part	alveola	2																				
organism part	upper half spinal cord	2																				
organism part	uterus corpus	2																				
organism part	brain capillary	2																				
organism part	"epidermis, dorsal skin without fur"	2																				
organism part	"small intestine, duodenum"	2																				
organism part	appendix	2																				
organism part	22 dap endosperm	2																				
organism part	dorsal tongue epidermis	2																				
organism part	eyecup	2																				
organism part	sinus	2																				
organism part	bucca	2																				
organism part	germinal vesicle	2																				
organism part	leaf chloroplast stroma	2																				
organism part	embryo	2																				
organism part	mature leaves	2																				
organism part	mesoderm	2																				
organism part	ovary	2																				
organism part	blood cells	2																				
organism part	esophagus	2																				
organism part	endometrium	2																				
organism part	flowering tissues	2																				
organism part	"blood, whole"	2																				
organism part	bile duct	2																				
organism part	"brain,heart,kidney,liver,lung"	1																				
organism part	pharynx	1																				
organism part	no data	1																				
organism part	putamen0	1																				
organism part	cerebellum0	1																				
organism part	st   left chest wall	1																				
organism part	unknown	1																				
organism part	st   left leg	1																				
organism part	foreskin	1																				
organism part	myometrium0	1																				
organism part	st   left inguinal	1																				
organism part	mammary gland0	1																				
organism part	st   right lower arm	1																				
organism part	st   right gluteal region	1																				
organism part	uvula and palate	1																				
organism part	cervix0	1																				
organism part	colon cecum0	1																				
organism part	maxillary gingiva	1																				
organism part	vena cava	1																				
organism part	anterior surface of epiglottis	1																				
organism part	stroma from endometriotic nodule	1																				
organism part	t2 vertebra	1																				
organism part	cerebrospinal fluid	1																				
organism part	posterior wall of oropharynx	1																				
organism part	chest wall	1																				
organism part	left fibula	1																				
organism part	lateral wall of oropharynx	1																				
organism part	gluteus	1																				
organism part	temporal pole	1																				
organism part	ileum mucosa	1																				
organism part	cavum	1																				
organism part	scape	1																				
organism part	stratagene mouse reference rna 1	1																				
organism part	stratagene mouse reference rna 2	1																				
organism part	rna	1																				
organism part	overlapping lesion of floor of month	1																				
organism part	unknown	1																				
organism part	mucosal	1																				
organism part	endoderm	1																				
organism part	hip	1																				
organism part	right elbow	1																				
organism part	"leaf, root & inflorescence mix"	1																				
organism part	ray of foot	1																				
organism part	internal cheek mucosa	1																				
organism part	macrophage	1																				
organism part	palea and glumes	1																				
organism part	lateral floor of month	1																				
organism part	hypothalamus/pituitary	1																				
organism part	"petals, stamens, pappus bristles and flower scape"	1																				
organism part	visual cortex	1																				
organism part	pleural effusion	1																				
organism part	floor of mouth/tonsil	1																				
organism part	cerbral cortex minus frontal	1																				
organism part	submaxillary gland	1																				
organism part	whole fly	1																				
organism part	dura mater	1																				
organism part	right trapezius	1																				
organism part	gastric mucosa	1																				
organism part	bone marrow cells	1																				
organism part	carotid arterty segment	1																				
organism part	proximal epiphysis of right humerus	1																				
organism part	left tibia	1																				
organism part	epidimydis	1																				
organism part	connective	1																				
organism part	pericardium	1																				
organism part	iliac fossa	1																				
organism part	head and neck mucosa	1																				
organism part	plasma	1																				
organism part	perineum	1																				
organism part	flower infloresence	1																				
organism part	peroneal nerve	1																				
organism part	renal cortex	1																				
organism part	spine of scapula	1																				
organism part	whole plant without roots	1																				
organism part	young needles	1																				
organism part	hypopharynx/pyriformis [piriformis sinus]	1																				
organism part	cytoplasmic fraction	1																				
organism part	eyeball	1																				
organism part	axilla	1																				
organism part	subcutaneous adipose tisse	1																				
organism part	right ulnar nerve	1																				
organism part	posterior mesoderm including somite and notochord	1																				
organism part	cheek	1																				
organism part	left deltoid	1																				
organism part	"fresh, expanding leaves"	1																				
organism part	uterine tube	1																				
organism part	ethmoido nasal region	1																				
organism part	antrum border	1																				
organism part	antrum	1																				
organism part	hypopharynx/pyriformis sinus	1																				
organism part	stool	1																				
organism part	four brain areas and anterior pituitary	1																				
organism part	lung   right upper lobe	1																				
organism part	inernode pith parenchyma	1																				
organism part	lower back	1																				
organism part	pharynx (adjacent tissue)	1																				
organism part	tigr ref	1																				
organism part	cerebellar vermis	1																				
organism part	cerebellar	1																				
organism part	overlapping lesion of hypopharynx	1																				
organism part	root nodules	1																				
organism part	brachial plexus	1																				
organism part	right latissimus dorsi	1																				
organism part	skin of scalp	1																				
organism part	left lateral plate mesoderm	1																				
organism part	femoral midshaft	1																				
organism part	postcricoid region	1																				
organism part	lung   left upper lobe	1																				
organism part	retrocervical infiltrate	1																				
organism part	extracranial	1																				
organism part	base of tongue sai	1																				
organism part	ileum mucosa scraped off cells	1																				
organism part	femur/tibia	1																				
organism part	maxillary sinus	1																				
organism part	knee	1																				
organism part	leafy gametophytes	1																				
organism part	pharyngeal part of the tongue	1																				
organism part	organism wide mixture	1																				
organism part	presomitic mesoderm	1																				
organism part	pooled sb tumours	1																				
organism part	right forearm	1																				
organism part	rib cage	1																				
organism part	"cortex, kidney, liver"	1																				
organism part	sublingual gland	1																				
organism part	border of tongue	1																				
organism part	right lateral plate mesoderm	1																				
organism part	forelimb skeletal muscle	1																				
organism part	notochord	1																				
organism part	retromolar  area	1																				
organism part	seedling without roots	1																				
organism part	germ cell	1																				
organism part	arm	1																				
organism part	right humerus	1																				
organism part	total testis	1																				
organism part	scapula	1																				
organism part	proximal epiphysis of right fibula	1																				
organism part	left calf	1																				
organism part	flower scape	1																				
organism part	left forearm	1																				
organism part	plant gall	1																				
organism part	posterior wall of hypopharynx	1																				
organism part	posterior mesoderm including presomitic tissue and notochord	1																				
organism part	floor of mouth/buccal	1																				
organism part	12 different ones	1																				
organism part	right axilla	1																				
organism part	hypopharynx/pyriform sinus (adjacent tissue)	1																				
organism part	mature nodule	1																				
organism part	left femur	1																				
organism part	left posterior triangle of neck	1																				
organism part	t5 vertebra	1																				
organism part	hypophysis	1																				
organism part	"petals, pappus bristles, stamen, scape"	1																				
organism part	"pooled hemolymph, gill"	1																				
organism part	endoderm	1																				
organism part	renal cortex	1																				
pathogen	enteromyxum leei	116																				
pathogen	influenza a	30																				
pathogen	"s. aureus, mrsa"	30																				
pathogen	e. coli	29																				
pathogen	s. pneumoniae	22																				
pathogen	"s. aureus, mssa"	20																				
pathogen	hyaloperonospora arabidopsidis emwa1	10																				
pathogen	none	6																				
pathogen	influenza b	6																				
pathogen	water	1																				
pathogen	b.bassiana	1																				
pathogen	not infected.	1																				
radiation	none	40																				
species	s. bayanus	690																				
species	onthophagus taurus	134																				
species	onthophagus nigriventris	38																				
species	"strongylocentrotus purpuratus,"	24																				
species	mel	22																				
species	julidochromis marlieri	20																				
species	julidochromis transcriptus	20																				
species	melanogaster	12																				
species	yakuba	8																				
species	plasmodium falciparum (3d7)	7																				
species	"lytechinus pictus,"	6																				
species	canine	6																				
species	lytechinus pictus	6																				
species	sim	6																				
species	s. bayanus/s. cerevisiae hybrid	4																				
species	yak	4																				
species	s. cerevisiae	4																				
species	simulans	2																				
species	ssp	2																				
species	sechellia	2																				
tissue	liver	13981																				
tissue	whole blood	2283																				
tissue	blood	2220																				
tissue	peripheral blood	1839																				
tissue	bone marrow	1630																				
tissue	lung	1583																				
tissue	brain	1566																				
tissue	prostate	1556																				
tissue	breast	1532																				
tissue	spleen	1530																				
tissue	whole body	1495																				
tissue	trabecular bone	1448																				
tissue	heart	1377																				
tissue	gill	1144																				
tissue	adipose	1103																				
tissue	breast tumor	1072																				
tissue	leaf	987																				
tissue	kidney	973																				
tissue	colon	905																				
tissue	soft tissue sarcoma	896																				
tissue	acute myeloid leukemia	813																				
tissue	whole organism	811																				
tissue	ductal breast carcinoma	728																				
tissue	hypothalamus	683																				
tissue	testis	660																				
tissue	lymph node	650																				
tissue	cerebellum	636																				
tissue	hepatocellular carcinoma	628																				
tissue	breast cancer	614																				
tissue	skin	597																				
tissue	leaves	574																				
tissue	breast cancer cells	562																				
tissue	seedling	562																				
tissue	gingival	557																				
tissue	head	553																				
tissue	embryo	517																				
tissue	placenta	507																				
tissue	root	480																				
tissue	skeletal muscle	453																				
tissue	whole fly	440																				
tissue	left lateral liver lobe	418																				
tissue	temporal cortex	416																				
tissue	pons	412																				
tissue	matched normal tissue	410																				
tissue	breast cancer reference sample	403																				
tissue	tumor	397																				
tissue	whole brain	387																				
tissue	whole lung	380																				
tissue	utricle sensory epithelia	378																				
tissue	embryos	371																				
tissue	shoot	370																				
tissue	kidney cortex	369																				
tissue	kidney medulla	349																				
tissue	frontal cortex	344																				
tissue	hepatopancreas	336																				
tissue	bone marrow or peripheral blood	335																				
tissue	peripheral blood mononuclear cells	319																				
tissue	embryo derived cell line	312																				
tissue	mammary gland	312																				
tissue	lymphocytes	311																				
tissue	thymus	303																				
tissue	xylem	294																				
tissue	breast cancer tumor	291																				
tissue	leaflet	288																				
tissue	pectoralis major muscle	288																				
tissue	cord blood	259																				
tissue	myeloma cells	258																				
tissue	whole plant	254																				
tissue	ovary	252																				
tissue	liver tumor tissue	244																				
tissue	liver tissue (non tumorous)	241																				
tissue	liver tissue (tumor)	241																				
tissue	liver non tumor tissue	231																				
tissue	blood cells	227																				
tissue	ovule	226																				
tissue	whole flies	226																				
tissue	white muscle	214																				
tissue	retina	213																				
tissue	wing imaginal disc	213																				
tissue	pancreas	207																				
tissue	liver tumor	204																				
tissue	head kidney	201																				
tissue	proximal ileal margin	198																				
tissue	mixture of normal colorectal mucosa	198																				
tissue	bone marrow derived macrophages	198																				
tissue	primary medulloblastoma	193																				
tissue	adjacent liver non tumor	193																				
tissue	"from the leader of each tree, bark with attached phloem and cambium"	188																				
tissue	cervix	188																				
tissue	extremities	187																				
tissue	total white blood cells (wbcs)	186																				
tissue	subcutaneous adipose tissue	185																				
tissue	late stage high grade ovarian cancer	185																				
tissue	muscle	185																				
tissue	colon tumor	183																				
tissue	above ground seedling	182																				
tissue	whole brain.	179																				
tissue	whole mammary gland	176																				
tissue	fresh frozen breast tumor	162																				
tissue	hippocampus	161																				
tissue	periferal blood mononuclear cells	160																				
tissue	melanoma metastasis	158																				
tissue	colorectal cancer	158																				
tissue	uterus	156																				
tissue	roots	155																				
tissue	cardiac	152																				
tissue	femur	149																				
tissue	lung cancer	148																				
tissue	seed	148																				
tissue	whole embryo	147																				
tissue	gluteus medius muscle	145																				
tissue	b cell lymphoma	144																				
tissue	larvae	143																				
tissue	medulloblastoma	142																				
tissue	mixture of normal gastric mucosa	141																				
tissue	primary gastric cancer	141																				
tissue	telencephalon	141																				
tissue	pooled brain tissue reference used for main experiment	140																				
tissue	mucosa	140																				
tissue	esophageal squamous cell carcinoma	137																				
tissue	meningioma tumor	136																				
tissue	foot	136																				
tissue	fctx	132																				
tissue	grape bud	132																				
tissue	patient primary pancreatic tumor	132																				
tissue	stratagene human reference rna	132																				
tissue	brain tumor	131																				
tissue	substantia nigra	130																				
tissue	endometrium	130																				
tissue	superior frontal gyrus of the brain	129																				
tissue	dentate gyrus	128																				
tissue	colorecal cancer	125																				
tissue	tail	125																				
tissue	gill tissue	124																				
tissue	left ventricle	124																				
tissue	stomach	123																				
tissue	umbilical cord blood	123																				
tissue	epithelium	120																				
tissue	flag leaf	120																				
tissue	"skeletal muscle, vastus lateralis"	118																				
tissue	sperm	118																				
tissue	whole animals	118																				
tissue	whole striatum	116																				
tissue	prostate xenograft	116																				
tissue	cerebrum	114																				
tissue	ovarian cancer	114																				
tissue	rhizome sample	112																				
tissue	xylem from field grown trees	112																				
tissue	earshoot	112																				
tissue	lung tissue	111																				
tissue	vastus lateralis	111																				
tissue	complete hydatidiform mole	110																				
tissue	soleus muscle	109																				
tissue	cns derived cell line	108																				
tissue	bone (ulna)	108																				
tissue	brain/lung/thymus/spleen/kidney/heart/ovary/testis/liver	108																				
tissue	cell line	108																				
tissue	lung tumor	106																				
tissue	median liver lobe	104																				
tissue	primary ovarian tumor	104																				
tissue	digestive gland	103																				
tissue	testes	102																				
tissue	ileum	102																				
tissue	diffuse large b cell lymphoma (dlbcl)	101																				
tissue	whole hippocampus	100																				
tissue	colorectal	100																				
tissue	whole body extracts (40 organisms)	100																				
tissue	primary tumor	99																				
tissue	liver (chronic hepatitis)	99																				
tissue	ovarian tumor tissue	98																				
tissue	posterior fossa	97																				
tissue	longissimus dorsi skeletal muscle biopsy	96																				
tissue	whole individual	96																				
tissue	leaf tissue disks directly under the inoculation (water or p. infestans) location	96																				
tissue	node 1	96																				
tissue	gastrointestinal stromal tumor	95																				
tissue	pleural mesothelioma	92																				
tissue	"inoculated leaves, approximately 1cm from the inoculation location"	92																				
tissue	quadriceps muscle	91																				
tissue	colon adenocarcinoma stage ii	90																				
tissue	semen	90																				
tissue	vastus lateralis muscle biopsy	90																				
tissue	interior bark and phloem tissues	90																				
tissue	tarsal conjunctiva	89																				
tissue	tous	88																				
tissue	"adipose tissue, liver, skeletal muscle"	88																				
tissue	macrophage	88																				
tissue	node 2	88																				
tissue	intestine	87																				
tissue	brain cerebellum	87																				
tissue	whole seedling;	86																				
tissue	whole seedling	86																				
tissue	breast tumour	85																				
tissue	jejunum	85																				
tissue	spinal cord	85																				
tissue	non small cell lung cancer	85																				
tissue	whole plant 5 cm above ground	84																				
tissue	breast cancer fna biopsy	82																				
tissue	primary intracranial pediatric germ cell tumor (gct)	82																				
tissue	liver carcinoma	81																				
tissue	noncancerous liver tissue	81																				
tissue	sporadic tumor	81																				
tissue	immature cotton fiber cells	80																				
tissue	gastric cancer tissue	80																				
tissue	normal gastric tissue	80																				
tissue	ccrcc tumor and blood	80																				
tissue	soleus muscle biopsy	80																				
tissue	"lactating mammary gland,"	80																				
tissue	non neoplastic gastric mucosa	80																				
tissue	dorsal mesothoracic disc	79																				
tissue	prostate cancer primary tumor	79																				
tissue	trophectoderm	79																				
tissue	melanoma	78																				
tissue	"cancer, lcm"	77																				
tissue	adipose tissue	77																				
tissue	colon cancer	76																				
tissue	colon biopsies	76																				
tissue	human esophageal adenocarcinoma	76																				
tissue	mammary tissue	75																				
tissue	clear cell renal cell caricinoma	74																				
tissue	posterior psm	74																				
tissue	leaf primordia	72																				
tissue	ovarian	72																				
tissue	16 pooled daphnids	72																				
tissue	striatum (brain)	71																				
tissue	aorta	71																				
tissue	mixture of 11 cell lines	70																				
tissue	duodenum	70																				
tissue	whole blood leukocytes	70																				
tissue	whole larvae	70																				
tissue	mycelia	70																				
tissue	clear cell	70																				
tissue	pituitary	69																				
tissue	tongue	69																				
tissue	vegetative part	69																				
tissue	unfertilized ovules	68																				
tissue	normal colon mucosa obtained from the same patient as channel 1	68																				
tissue	whole animal	68																				
tissue	normal	68																				
tissue	small intestine	68																				
tissue	myocard	68																				
tissue	dorsolateral prefrontal cortex of the brain	67																				
tissue	cardiac left ventricle	67																				
tissue	whole ugs pool	66																				
tissue	female	66																				
tissue	all tissues	66																				
tissue	internal trunk	66																				
tissue	gastrocnemius muscle	66																				
tissue	meningioma	65																				
tissue	postnatal svz	65																				
tissue	tonsil	65																				
tissue	reference rna pool	65																				
tissue	pancreatic islets	64																				
tissue	spinal	64																				
tissue	aortic arch	64																				
tissue	alveolar rhabdomyosarcoma tumor	64																				
tissue	gluteus medius	64																				
tissue	macro	64																				
tissue	leaf tissue	63																				
tissue	uveal melanoma (eye)	63																				
tissue	lung scc	62																				
tissue	lymphoblastoid cell lines	62																				
tissue	a mixture of various cell lines from various tissues from homo sapiens	62																				
tissue	male	62																				
tissue	synovial tissue	62																				
tissue	stageii colorectal cancer with no recurrence	62																				
tissue	normal mammary sample	61																				
tissue	whole fish	61																				
tissue	bone marrow mononuclear cells from cn aml patient	61																				
tissue	hepatocyte	61																				
tissue	liver biopsy	60																				
tissue	whole juveniles	60																				
tissue	bronchial epithelium	60																				
tissue	m. vastus lateralis	60																				
tissue	esophageal squamous cell carcinoma tumor	60																				
tissue	paired normal adjacent	60																				
tissue	immature ear	60																				
tissue	metastatic tumor	60																				
tissue	node 3	60																				
tissue	oral tumor	60																				
tissue	gonadal fat	60																				
tissue	stageiii colorectal cancer with no recurrence	59																				
tissue	prostate cancer	58																				
tissue	bladder	58																				
tissue	central brain	57																				
tissue	seedling shoots	57																				
tissue	inguinal fat	57																				
tissue	epidermis	57																				
tissue	huvec	56																				
tissue	human foreskin fibroblast (hff)	56																				
tissue	gastric cancer tumor	56																				
tissue	bone marrow derived dendritic cells	56																				
tissue	guthrie blood	55																				
tissue	dissected dorsal abdominal epidermis	55																				
tissue	primary breast tumor	55																				
tissue	pro b cells	55																				
tissue	blood of a patient with ch.	55																				
tissue	rosette leaf	55																				
tissue	female peripheral blood	54																				
tissue	adrenal gland	54																				
tissue	trunk wall	54																				
tissue	breast epithelium	54																				
tissue	brain glioblastoma tumor	54																				
tissue	ear	54																				
tissue	colonic mucosa	54																				
tissue	whole body extracts	54																				
tissue	whole kidney	53																				
tissue	afferent lymph collected over a 8 week period from sheep 1001 6	52																				
tissue	abdominal adipose tissue	52																				
tissue	distal colon	51																				
tissue	barrett's esophagus	51																				
tissue	inner cell mass	51																				
tissue	papillary thyroid carcinoma	51																				
tissue	cortex	50																				
tissue	human reference dna	50																				
tissue	lobuloalveolar gland region	49																				
tissue	pooled lymphoblastoid genomic dna from ten male individuals	49																				
tissue	"soft tissue sarcoma of the extremity, primary tumor, fresh frozen"	49																				
tissue	epc early	48																				
tissue	central nucleus of amygdala	48																				
tissue	"mature leaf, including petiole"	48																				
tissue	ovary pieces	48																				
tissue	epc late	48																				
tissue	nucleus accumbens shell	48																				
tissue	pars tuberalis	48																				
tissue	gastric adenoma	48																				
tissue	splenic cd4 t cells	48																				
tissue	tuber	48																				
tissue	mammary	48																				
tissue	hypothalamus and preoptic area	48																				
tissue	leaves from mesocosm	48																				
tissue	afferent lymph collected over a 12 week period from sheep 1001 6	48																				
tissue	"seedlings, aerial tissue"	48																				
tissue	lens	48																				
tissue	gonad	48																				
tissue	liver biopsy lcm	48																				
tissue	anterior liver	48																				
tissue	liver wedge biopsy	47																				
tissue	primary breast tumour	47																				
tissue	stageiii colorectal cancer with distant recurrence	47																				
tissue	brain (medial prefrontal cortex)	47																				
